CRASH DATE,hour,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3
11/16/2022,13,40.7222400,-73.9863000,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/16/2022,12,40.7264370,-74.0056600,0,0,0,0,Unspecified,Unspecified,
11/16/2022,21,40.7529340,-73.9855000,0,0,0,0,Other Vehicular,,
11/16/2022,20,40.7482870,-73.9881800,0,0,0,0,Unspecified,Unspecified,
11/16/2022,6,40.7132530,-73.9775900,1,0,0,0,Driver Inexperience,Driver Inexperience,
11/16/2022,10,,,2,0,0,0,Driver Inattention/Distraction,Unspecified,
11/16/2022,11,40.7574460,-73.9738100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/16/2022,10,,,0,0,0,0,Unspecified,Unspecified,
11/16/2022,4,40.7192040,-73.9903700,0,0,0,0,Unspecified,,
11/16/2022,11,40.7545800,-73.9991500,0,0,0,0,Turning Improperly,,
11/16/2022,18,40.7659840,-73.9770000,1,0,0,0,Unspecified,Unspecified,
11/17/2022,1,40.7798100,-73.9503500,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/17/2022,12,40.7939500,-73.9741700,0,0,0,0,Obstruction/Debris,Passing Too Closely,
11/17/2022,11,40.7478520,-73.9929100,1,0,1,0,Failure to Yield Right-of-Way,,
11/17/2022,22,40.7454220,-73.9909740,0,0,0,0,Turning Improperly,Unspecified,
11/17/2022,19,40.8027500,-73.9335800,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
11/17/2022,21,40.7177240,-73.9857700,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
11/17/2022,11,40.7196430,-74.0022600,0,0,0,0,Unspecified,,
11/17/2022,18,40.7643620,-73.9616200,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/17/2022,11,40.7666100,-73.9650000,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/17/2022,13,40.7653580,-73.9659040,0,0,0,0,Unspecified,Unspecified,
11/17/2022,17,40.7599830,-73.9648060,1,0,1,0,Unspecified,,
11/17/2022,8,40.7596170,-73.9619750,1,0,1,0,Driver Inattention/Distraction,,
11/17/2022,2,40.7413560,-73.9891360,0,0,0,0,Unspecified,Unspecified,
11/17/2022,1,40.8691440,-73.9221500,1,0,0,0,Unsafe Speed,Unspecified,Unspecified
11/17/2022,12,40.8080060,-73.9460200,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/17/2022,10,40.7801500,-73.9500800,1,0,1,0,Driver Inattention/Distraction,,
11/17/2022,12,40.8057300,-73.9385500,1,0,0,0,Unspecified,Unspecified,
11/17/2022,20,40.7217100,-74.0043600,0,0,0,0,Unspecified,,
11/17/2022,9,40.7537160,-73.9960560,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/17/2022,14,40.7408800,-73.9900740,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/17/2022,11,40.7384340,-73.9934500,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/17/2022,17,40.7469180,-73.9712400,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/17/2022,14,40.7566640,-73.9688600,0,0,0,0,Passing Too Closely,Unspecified,
11/17/2022,14,40.7492300,-74.0019400,1,0,1,0,Unspecified,,
11/17/2022,14,40.7640340,-73.9705600,0,0,0,0,Unspecified,Unspecified,
11/17/2022,19,40.7487070,-73.9922900,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,
11/17/2022,17,40.7491000,-73.9840850,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,
11/17/2022,12,40.7212220,-74.0044400,0,0,0,0,Unspecified,Unspecified,
11/17/2022,22,40.7563930,-73.9837600,1,0,0,0,Following Too Closely,Unspecified,
11/17/2022,18,40.7277500,-73.9761900,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/17/2022,23,40.7832450,-73.9447300,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/17/2022,10,40.7497670,-73.9952500,0,0,0,0,Unsafe Lane Changing,Unspecified,
11/17/2022,12,40.7212220,-74.0044400,0,0,0,0,Unsafe Speed,Unspecified,Unspecified
11/17/2022,15,40.7135700,-73.9959500,0,0,0,0,Backing Unsafely,Unspecified,
11/17/2022,8,40.7633630,-73.9828300,1,0,1,0,Failure to Yield Right-of-Way,,
11/17/2022,23,40.7326000,-73.9876860,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/17/2022,18,40.7985840,-73.9335300,0,0,0,0,Traffic Control Disregarded,Unspecified,
11/17/2022,9,40.7061900,-74.0091700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/17/2022,12,40.8311460,-73.9357700,0,0,0,0,Unspecified,Unspecified,
11/17/2022,18,40.8139000,-73.9382700,0,0,0,0,Other Vehicular,Other Vehicular,
11/18/2022,10,40.7832450,-73.9447300,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/18/2022,9,40.7688370,-73.9858200,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/18/2022,12,40.7571220,-73.9719200,1,0,1,0,Unspecified,,
11/18/2022,0,40.8020200,-73.9496900,0,0,0,0,Alcohol Involvement,Unspecified,
11/18/2022,22,40.7752900,-73.9536360,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,
11/18/2022,5,40.7077560,-74.0156500,0,0,0,0,Unspecified,Unspecified,
11/18/2022,13,40.8013300,-73.9501950,0,0,0,0,Driverless/Runaway Vehicle,Aggressive Driving/Road Rage,
11/18/2022,23,40.7390860,-73.9913900,1,0,0,0,Traffic Control Disregarded,Unspecified,
11/18/2022,9,40.7241360,-73.9926150,0,0,0,0,Other Vehicular,Following Too Closely,
11/18/2022,16,40.7670170,-73.9794540,1,0,0,0,Unspecified,Unspecified,
11/18/2022,0,40.7107500,-74.0006800,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
11/18/2022,0,40.7193950,-74.0018900,0,0,0,0,Unspecified,Unspecified,
11/18/2022,10,40.7201600,-73.9835400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/18/2022,22,40.7152370,-74.0133900,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/18/2022,23,40.8598980,-73.9198500,0,0,0,0,Alcohol Involvement,,
11/18/2022,17,40.7576700,-73.9948300,1,0,1,0,Failure to Yield Right-of-Way,,
11/18/2022,11,40.7928730,-73.9437300,1,0,1,0,View Obstructed/Limited,,
11/18/2022,17,40.8499950,-73.9386600,0,0,0,0,Unspecified,Unspecified,
11/18/2022,21,40.7593270,-73.9829400,1,0,0,0,Driver Inexperience,Unspecified,Unspecified
11/18/2022,7,40.7659840,-73.9654540,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/18/2022,17,40.7094840,-73.9940300,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/18/2022,16,40.7909970,-73.9514300,0,0,0,0,Passing Too Closely,Other Vehicular,
11/18/2022,22,40.7563820,-73.9643300,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/18/2022,22,40.7447780,-73.9758900,1,0,1,0,Unspecified,,
11/18/2022,8,40.8129300,-73.9374800,0,0,0,0,Unspecified,Unspecified,
11/18/2022,19,40.8032000,-73.9346160,0,0,0,0,Unspecified,Unspecified,
11/18/2022,12,40.7979300,-73.9340000,1,0,1,0,Failure to Yield Right-of-Way,,
11/18/2022,8,40.7555160,-73.9836300,0,0,0,0,Unspecified,,
11/18/2022,8,40.7176600,-74.0075450,0,0,0,0,Unsafe Lane Changing,Unspecified,
11/18/2022,21,40.7372200,-73.9814000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/18/2022,7,40.8487360,-73.9323400,0,0,0,0,Unspecified,Unspecified,
11/18/2022,21,40.8202930,-73.9437800,0,0,0,0,Unspecified,Unspecified,
11/19/2022,13,40.7388400,-73.9852400,1,0,1,0,Driver Inattention/Distraction,,
11/19/2022,22,40.7648960,-73.9725600,0,0,0,0,Driver Inattention/Distraction,,
11/19/2022,1,40.7521900,-73.9934700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/19/2022,8,40.8223460,-73.9544400,0,0,0,0,Unspecified,Unspecified,
11/19/2022,22,40.7374100,-73.9837500,2,0,0,0,Passing Too Closely,Unspecified,Unspecified
11/19/2022,0,40.7424800,-73.9994600,0,0,0,0,Passing Too Closely,Unspecified,
11/19/2022,3,40.7192040,-73.9903700,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/19/2022,9,40.7595860,-73.9680560,2,0,2,0,Driver Inattention/Distraction,,
11/19/2022,21,40.7986400,-73.9534000,1,0,0,0,Driver Inexperience,Failure to Yield Right-of-Way,
11/19/2022,8,40.8294600,-73.9445340,0,0,0,0,Traffic Control Disregarded,Unspecified,
11/19/2022,4,40.8611400,-73.9189400,0,0,0,0,Alcohol Involvement,Unspecified,
11/19/2022,23,40.7455980,-73.9992000,0,0,0,0,Passing or Lane Usage Improper,,
11/19/2022,10,40.7909970,-73.9514300,0,0,0,0,Unspecified,,
11/19/2022,11,40.8487170,-73.9344900,0,0,0,0,Passing Too Closely,Unspecified,
11/19/2022,21,40.7589760,-73.9939400,0,0,0,0,Unsafe Lane Changing,Following Too Closely,
11/19/2022,7,40.7049200,-74.0090560,0,0,0,0,Unspecified,,
11/19/2022,23,40.7880550,-73.9443300,0,0,0,0,Passing Too Closely,Unspecified,
11/19/2022,12,40.7224430,-73.9974900,1,0,1,0,Backing Unsafely,,
11/19/2022,20,40.7637830,-73.9924400,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/19/2022,9,40.7650450,-73.9888000,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/19/2022,16,40.8355200,-73.9456300,0,0,0,0,Unspecified,,
11/19/2022,12,40.7999840,-73.9448550,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,
11/19/2022,16,40.8036960,-73.9379200,1,0,0,0,Lost Consciousness,Unspecified,
11/19/2022,0,40.7816900,-73.9489700,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,
11/19/2022,20,40.8003460,-73.9377440,0,0,0,0,Unspecified,,
11/19/2022,7,40.8439300,-73.9350700,0,0,0,0,Unspecified,Unspecified,
11/19/2022,21,40.7441860,-73.9918750,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,
11/19/2022,19,40.8043900,-73.9574100,0,0,0,0,Other Vehicular,Following Too Closely,Unspecified
11/19/2022,7,40.8354070,-73.9439200,0,0,0,0,Backing Unsafely,,
11/19/2022,16,40.8185100,-73.9376500,0,0,0,0,Unspecified,Unspecified,
11/20/2022,2,40.7309460,-74.0067440,0,0,0,0,Unspecified,,
11/20/2022,13,40.7204320,-73.9998700,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/20/2022,4,40.7653470,-73.9697400,0,0,0,0,Failure to Keep Right,,
11/20/2022,20,40.7591000,-73.9921400,1,0,1,0,Failure to Yield Right-of-Way,,
11/20/2022,18,40.8274800,-73.9470100,1,0,0,0,Unspecified,Unspecified,
11/20/2022,2,40.7284470,-73.9846900,2,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,Unspecified
11/20/2022,6,40.7471500,-73.9855040,1,0,0,0,Following Too Closely,Unspecified,
11/20/2022,21,40.7197650,-73.9900740,1,0,0,0,Unspecified,Unspecified,
11/20/2022,23,40.8133900,-73.9562700,2,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/20/2022,1,40.7643700,-73.9813700,1,0,1,0,Aggressive Driving/Road Rage,,
11/20/2022,12,40.7406650,-73.9951550,0,0,0,0,Unspecified,,
11/20/2022,18,40.7230600,-73.9930200,0,0,0,0,Unspecified,,
11/20/2022,15,40.8479960,-73.9347000,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/20/2022,0,40.8375970,-73.9455640,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/20/2022,15,40.8169020,-73.9346000,1,0,0,0,Other Vehicular,Unspecified,Unspecified
11/20/2022,7,40.7977000,-73.9334700,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified
11/20/2022,12,40.7625470,-73.9611700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/20/2022,12,40.7433900,-73.9861500,1,0,1,0,View Obstructed/Limited,,
11/20/2022,20,40.7978480,-73.9357200,0,0,0,0,Unspecified,Unspecified,
11/21/2022,3,40.8524860,-73.9277040,0,0,0,0,Fell Asleep,Unspecified,
11/21/2022,13,40.7098350,-74.0148850,0,0,0,0,Unspecified,Unspecified,
11/21/2022,17,40.7567100,-73.9864650,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/21/2022,13,40.7346730,-73.9945900,0,0,0,0,Oversized Vehicle,Unspecified,
11/21/2022,0,40.7559500,-73.9907400,0,0,0,0,Unspecified,Unspecified,
11/21/2022,15,40.7084730,-74.0048750,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/21/2022,18,40.7884800,-73.9511400,0,0,0,0,Passing Too Closely,Unspecified,
11/21/2022,17,40.7568550,-73.9937700,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/21/2022,15,0.0000000,0.0000000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/21/2022,11,40.7618940,-73.9663540,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/21/2022,6,40.8481180,-73.9308900,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,
11/21/2022,8,40.7193950,-74.0018900,1,0,0,0,Unspecified,,
11/21/2022,22,40.7844620,-73.9773700,0,0,0,0,Passing Too Closely,Unspecified,
11/21/2022,16,40.7792170,-73.9549000,1,0,1,0,Unspecified,,
11/21/2022,23,40.7636570,-73.9734700,0,0,0,0,Unspecified,,
11/21/2022,7,40.7794950,-73.9535000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/21/2022,14,40.7441860,-73.9918750,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing Too Closely,
11/21/2022,15,40.7474940,-73.9931900,1,0,0,0,Unsafe Lane Changing,Unspecified,
11/21/2022,16,40.7538300,-74.0071500,0,0,0,0,Following Too Closely,Unsafe Lane Changing,
11/21/2022,9,40.7843550,-73.9811700,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified
11/21/2022,9,40.8668060,-73.9310100,0,0,0,0,Unspecified,,
11/21/2022,17,40.7845540,-73.9437900,0,0,0,0,Backing Unsafely,Unspecified,
11/21/2022,13,40.7590700,-73.9962100,0,0,0,0,Turning Improperly,Unspecified,
11/21/2022,21,40.7697500,-73.9606100,1,0,1,0,Driver Inattention/Distraction,,
11/21/2022,10,40.7457400,-73.9840500,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/21/2022,7,40.7463000,-73.9716640,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/21/2022,8,40.8264660,-73.9484400,0,0,0,0,Unspecified,Unspecified,
11/21/2022,2,40.7203200,-73.9940500,0,0,0,0,Other Vehicular,Oversized Vehicle,
11/21/2022,13,40.8122980,-73.9483260,0,0,0,0,Other Vehicular,Unspecified,
11/22/2022,14,40.7313500,-73.9825600,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/22/2022,21,40.7085650,-74.0153100,0,0,0,0,Unspecified,Unspecified,
11/22/2022,1,40.7558200,-73.9707640,0,0,0,0,Fell Asleep,,
11/22/2022,12,40.7587550,-73.9787000,0,0,0,0,Unspecified,,
11/22/2022,9,40.7801740,-73.9572100,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/22/2022,19,40.7832450,-73.9447300,0,0,0,0,Unspecified,Unspecified,
11/22/2022,18,40.7553000,-73.9753500,0,0,0,0,Following Too Closely,Unspecified,
11/22/2022,10,40.8047070,-73.9600800,0,0,0,0,Unspecified,Unspecified,
11/22/2022,13,40.7617500,-73.9864900,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/22/2022,14,40.7106970,-73.9846340,0,0,0,0,Driver Inattention/Distraction,,
11/22/2022,20,40.7184300,-74.0005340,0,0,0,0,Traffic Control Disregarded,Unspecified,
11/22/2022,7,40.8634220,-73.9300300,1,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,Unspecified
11/22/2022,11,40.8057300,-73.9385500,0,0,0,0,Unspecified,Unspecified,
11/22/2022,20,40.7594200,-73.9723700,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified
11/22/2022,14,40.7608220,-73.9983200,0,0,0,0,Passing Too Closely,Unspecified,
11/22/2022,10,40.7352330,-73.9958950,0,0,0,0,Unspecified,,
11/22/2022,12,40.8149400,-73.9476800,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/22/2022,20,40.8156900,-73.9583050,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,
11/22/2022,11,40.8435900,-73.9379100,1,0,1,0,Unspecified,,
11/22/2022,19,40.7668760,-73.9790800,0,0,0,0,Unspecified,Unspecified,
11/22/2022,15,40.7863500,-73.9500050,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified
11/22/2022,20,40.7935940,-73.9474000,0,0,0,0,Passing Too Closely,Unspecified,
11/22/2022,18,40.7807540,-73.9525800,1,0,0,0,Other Vehicular,Driver Inattention/Distraction,
11/22/2022,8,40.7123570,-74.0009000,0,0,0,0,View Obstructed/Limited,Unspecified,
11/22/2022,16,40.7904660,-73.9420900,3,0,0,0,Unspecified,Unspecified,
11/22/2022,16,40.7983700,-73.9329900,0,0,0,0,Unspecified,Unspecified,
11/22/2022,10,40.7636570,-73.9734700,0,0,0,0,Unspecified,Unspecified,
11/22/2022,14,40.7443160,-73.9748150,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified
11/22/2022,6,40.7895400,-73.9676100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/22/2022,11,40.7589800,-73.9959500,0,0,0,0,Unsafe Lane Changing,Unspecified,
11/22/2022,12,40.7472950,-73.9740500,1,0,0,0,Unspecified,Unspecified,
11/23/2022,13,40.7988900,-73.9477700,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,
11/23/2022,13,40.7206600,-74.0089500,0,0,0,0,Unspecified,,
11/23/2022,13,40.7570080,-73.9638800,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/23/2022,10,40.7643620,-73.9616200,0,0,0,0,Unspecified,Unspecified,
11/23/2022,7,40.7561070,-73.9968400,2,0,0,0,Following Too Closely,Unspecified,Unspecified
11/23/2022,12,40.7294100,-73.9896100,0,0,0,0,Unspecified,,
11/23/2022,12,40.7723000,-73.9862440,1,0,1,0,Driver Inattention/Distraction,,
11/23/2022,8,40.7152370,-74.0133900,0,0,0,0,Passing Too Closely,Passing Too Closely,
11/23/2022,12,40.7185550,-73.9882050,0,0,0,0,Unspecified,Unspecified,
11/23/2022,10,40.7454030,-73.9966900,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,
11/23/2022,13,40.7618560,-73.9634300,0,0,0,0,Failure to Yield Right-of-Way,,
11/23/2022,12,40.7746540,-73.9541000,0,0,0,0,Other Vehicular,,
11/23/2022,15,40.7521900,-73.9934700,0,0,0,0,Other Vehicular,Unspecified,
11/23/2022,11,40.7353130,-73.9941250,4,0,0,0,Unsafe Speed,Unspecified,Unspecified
11/23/2022,15,40.8264270,-73.9525400,0,0,0,0,Following Too Closely,Following Too Closely,
11/23/2022,16,40.8020740,-73.9497900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/23/2022,18,40.7881970,-73.9783600,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/23/2022,12,40.7422330,-73.9933000,0,0,0,0,Unsafe Lane Changing,Unspecified,
11/23/2022,11,40.7098350,-74.0148850,0,0,0,0,Unspecified,Unspecified,
11/23/2022,15,40.7453000,-73.9868550,1,0,0,0,Obstruction/Debris,Obstruction/Debris,
11/23/2022,18,40.7540740,-73.9901100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/23/2022,11,40.7497300,-73.9876200,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,
11/23/2022,19,40.7675900,-73.9575960,0,0,0,0,Unsafe Speed,,
11/23/2022,23,40.7558750,-73.9924600,0,0,0,0,Backing Unsafely,Unspecified,
11/23/2022,12,40.8410760,-73.9397700,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/23/2022,10,40.7614860,-73.9606100,1,0,0,0,Following Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,
11/24/2022,19,40.7956200,-73.9482700,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/24/2022,15,40.7213200,-74.0083540,0,0,0,0,Unspecified,,
11/24/2022,0,40.7894330,-73.9475900,0,0,0,0,Unspecified,Unspecified,
11/24/2022,22,40.7378650,-74.0001900,0,0,0,0,Reaction to Uninvolved Vehicle,,
11/24/2022,0,40.8122940,-73.9533800,1,0,0,0,Unspecified,,
11/24/2022,11,40.7839740,-73.9703100,0,0,0,0,Unspecified,,
11/24/2022,0,40.7560350,-73.9869500,1,0,0,0,Driver Inattention/Distraction,Following Too Closely,
11/24/2022,0,40.7180940,-73.9909440,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/24/2022,16,40.8501660,-73.9357600,0,0,0,0,Turning Improperly,Unsafe Lane Changing,
11/24/2022,15,40.7291680,-74.0012000,0,0,0,0,View Obstructed/Limited,Unspecified,
11/24/2022,14,40.7202340,-73.9844800,0,0,0,0,Driver Inexperience,Unspecified,
11/24/2022,6,40.7514460,-74.0014340,0,0,0,0,Passing Too Closely,Unspecified,
11/24/2022,11,40.7484360,-73.9845660,0,0,0,0,Following Too Closely,Unspecified,
11/24/2022,8,40.7193950,-74.0018900,1,0,0,0,Unspecified,Unspecified,
11/24/2022,8,40.7193950,-74.0018900,1,0,0,0,Unspecified,Unspecified,
11/24/2022,18,40.7593080,-73.9653000,1,0,1,0,Failure to Yield Right-of-Way,,
11/24/2022,14,40.7443850,-73.9963150,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/25/2022,14,40.7509880,-73.9906300,0,0,0,0,,,
11/25/2022,6,40.7986220,-73.9416300,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/25/2022,11,40.7687100,-73.9699860,0,0,0,0,Driver Inexperience,,
11/25/2022,19,40.7591970,-73.9846300,0,0,0,0,Driver Inattention/Distraction,,
11/25/2022,12,40.7863000,-73.9401000,0,0,0,0,Backing Unsafely,Unspecified,
11/25/2022,19,40.7390800,-74.0030900,0,0,0,0,Traffic Control Disregarded,Unspecified,
11/25/2022,20,40.7475470,-73.9931500,0,0,0,0,Following Too Closely,Unspecified,
11/25/2022,13,40.7589800,-73.9959500,0,0,0,0,Passing Too Closely,Unspecified,
11/25/2022,20,40.7528720,-74.0029000,0,0,0,0,Unspecified,Unspecified,
11/25/2022,15,40.7643620,-73.9616200,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/25/2022,14,40.7445300,-73.9888800,1,0,1,0,Backing Unsafely,,
11/25/2022,19,40.7780950,-73.9783000,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,
11/25/2022,11,40.8205700,-73.9464100,0,0,0,0,Unspecified,,
11/26/2022,0,40.7390670,-74.0009300,1,0,0,0,Turning Improperly,Driver Inattention/Distraction,
11/26/2022,21,40.7723430,-73.9526900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/26/2022,2,40.7466900,-73.9920960,0,0,0,0,Unspecified,,
11/26/2022,5,40.8012300,-73.9577000,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
11/26/2022,12,40.7470970,-73.9834500,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,
11/26/2022,21,40.8246500,-73.9462300,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/26/2022,2,40.7980200,-73.9480800,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified
11/26/2022,21,40.7640530,-73.9922500,0,0,0,0,Unspecified,,
11/26/2022,21,40.7290900,-73.9873100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/26/2022,12,40.8028070,-73.9358200,0,0,0,0,Backing Unsafely,Unspecified,
11/26/2022,1,40.7185550,-73.9882050,1,0,1,0,Alcohol Involvement,,
11/26/2022,14,40.7716940,-73.9591900,1,0,0,0,Unspecified,Unspecified,Unspecified
11/26/2022,8,40.8242760,-73.9453660,0,0,0,0,Unspecified,,
11/26/2022,17,40.7625800,-74.0004000,0,0,0,0,Traffic Control Disregarded,Unspecified,
11/26/2022,23,40.7592700,-73.9808960,0,0,0,0,Unspecified,,
11/26/2022,20,40.7219350,-73.9853300,0,0,0,0,Unspecified,Unspecified,
11/26/2022,19,0.0000000,0.0000000,0,0,0,0,Turning Improperly,Failure to Keep Right,
11/26/2022,1,40.8472100,-73.9397900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/26/2022,19,40.7402600,-73.9905240,1,0,0,0,Unspecified,Unspecified,
11/26/2022,17,40.7300760,-73.9928500,0,0,0,0,Unspecified,,
11/26/2022,13,40.7803420,-73.9535750,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/26/2022,2,40.8538360,-73.9304200,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
11/26/2022,10,,,1,0,0,0,Driver Inexperience,Other Vehicular,Other Vehicular
11/26/2022,8,40.7313000,-74.0104700,1,0,0,0,Steering Failure,Unspecified,
11/26/2022,19,40.7525300,-73.9726500,0,0,0,0,Alcohol Involvement,Unspecified,
11/26/2022,13,40.7931940,-73.9425600,0,0,0,0,Unspecified,,
11/26/2022,22,40.7203200,-73.9940500,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
11/26/2022,17,40.7486040,-73.9781100,0,0,0,0,Unsafe Lane Changing,Unspecified,
11/26/2022,19,40.8079260,-73.9453660,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,
11/27/2022,4,40.7628560,-73.9894200,1,0,1,0,Unspecified,,
11/27/2022,20,40.8212620,-73.9460800,1,0,1,0,Unspecified,,
11/27/2022,21,40.8341670,-73.9431900,0,0,0,0,Unspecified,,
11/27/2022,8,40.8264120,-73.9406000,0,0,0,0,Turning Improperly,Unspecified,
11/27/2022,15,40.7776340,-73.9611740,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/27/2022,11,40.7850070,-73.9537000,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
11/27/2022,0,40.7233730,-73.9928800,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/27/2022,17,40.7654200,-73.9838300,0,0,0,0,Unspecified,,
11/27/2022,20,40.7236480,-73.9910300,1,0,1,0,Driver Inattention/Distraction,,
11/27/2022,2,40.7395020,-74.0053700,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
11/27/2022,10,40.7371670,-74.0014650,0,0,0,0,Driver Inexperience,Unspecified,
11/27/2022,5,40.7295570,-73.9899400,0,1,0,1,Unspecified,,
11/27/2022,14,40.7688900,-73.9821000,3,0,0,0,Traffic Control Disregarded,Unspecified,
